OID_,Value,Count,shawn_ltas_r,LC16_BPS_200,LC20_EVT_220,MAP_UNIT_S,MAP_UNIT_N,CONCEPT,FORESTNAME,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS,EVT_GP_N
796,796,1.000000000000000,5,2029,9317,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
797,797,1.000000000000000,5,2029,7326,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood,Hardwood Flatwoods
798,798,1.000000000000000,9,2029,9317,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
799,799,705.000000000000000,8,2016,7304,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
800,800,6416.000000000000000,8,2017,7304,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
801,801,865.000000000000000,8,2021,7304,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
802,802,110.000000000000000,8,2021,7925,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
803,803,280.000000000000000,8,2026,7977,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
804,804,1.000000000000000,5,2020,7929,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
805,805,1.000000000000000,9,2016,7905,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
806,806,1.000000000000000,5,2020,7296,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
807,807,1.000000000000000,5,2020,7927,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
808,808,3.000000000000000,5,2021,9223,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
809,809,2.000000000000000,9,2020,9315,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
810,810,380.000000000000000,8,2029,7905,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
811,811,40.000000000000000,8,2021,9180,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
812,812,24.000000000000000,5,2016,7299,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Roads,Developed-Roads,Developed-Roads
813,813,2.000000000000000,9,2021,7977,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
814,814,14.000000000000000,1,2017,7978,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
815,815,13912.000000000000000,8,2016,7977,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
816,816,45.000000000000000,8,2017,9317,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
817,817,2189.000000000000000,8,2016,9817,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
818,818,1718.000000000000000,8,2016,7905,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
819,819,9.000000000000000,1,2020,7975,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
820,820,1.000000000000000,9,2016,7908,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
821,821,1.000000000000000,9,2021,7974,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
822,822,154.000000000000000,8,2029,7296,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
823,823,109.000000000000000,8,2029,7908,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
824,824,29.000000000000000,8,2029,7929,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
825,825,1.000000000000000,5,2020,9314,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
826,826,1.000000000000000,9,2017,7909,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
827,827,210.000000000000000,8,2017,7929,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
828,828,3363.000000000000000,8,2016,7299,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Roads,Developed-Roads,Developed-Roads
829,829,405.000000000000000,8,2016,7908,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
830,830,31.000000000000000,1,2020,7297,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
831,831,2.000000000000000,1,2020,7298,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
832,832,3.000000000000000,5,2021,7297,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
833,833,1.000000000000000,9,2020,7909,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
834,834,1081.000000000000000,8,2029,7304,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
835,835,967.000000000000000,1,2023,7321,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
836,836,6.000000000000000,5,2021,7908,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
837,837,273.000000000000000,8,2017,7364,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Ozark-Ouachita Dry Oak Woodland,Hardwood,Post Oak Woodland and Savanna
838,838,1567.000000000000000,1,2023,7305,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
839,839,4482.000000000000000,8,2016,9315,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
840,840,8.000000000000000,1,2021,7978,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
841,841,148.000000000000000,8,2016,7925,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
842,842,1.000000000000000,1,2029,9726,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,South-Central Interior Small Stream and Riparian Herbaceous,Riparian,Eastern Small Stream Riparian Forests
843,843,2.000000000000000,1,2020,7978,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
844,844,63.000000000000000,8,2021,7929,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
845,845,745.000000000000000,8,2016,7296,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
846,846,3.000000000000000,5,2017,7291,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland,Glades and Barrens
847,847,191.000000000000000,8,2016,7907,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
848,848,44.000000000000000,8,2029,7925,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
849,849,60.000000000000000,8,2016,7364,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Ozark-Ouachita Dry Oak Woodland,Hardwood,Post Oak Woodland and Savanna
850,850,1651.000000000000000,8,2020,7305,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
851,851,17.000000000000000,8,2029,7906,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
852,852,86.000000000000000,8,2021,7906,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
853,853,86.000000000000000,1,2021,7907,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
854,854,3186.000000000000000,8,2021,7974,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
855,855,154.000000000000000,1,31,9064,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,NA,Barren-Rock/Sand/Clay,NA,NA,NA,NA,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
856,856,71.000000000000000,8,2029,7364,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Ozark-Ouachita Dry Oak Woodland,Hardwood,Post Oak Woodland and Savanna
857,857,64.000000000000000,8,2021,7364,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Ozark-Ouachita Dry Oak Woodland,Hardwood,Post Oak Woodland and Savanna
858,858,107.000000000000000,1,2023,7977,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
859,859,177.000000000000000,8,2021,7297,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
860,860,60.000000000000000,8,2016,7929,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
861,861,27.000000000000000,1,2026,7905,223Dh03,East Shallow Loess (Greater SH),East Shallow Loess (Greater SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
